Colorado Building ID,Building Street Address (ESPM),Building City (ESPM),Latitude,Longitude,Gross Floor Area (Tax Assessor),Primary Property Type - Portfolio Manager-Calculated,Weather Normalized Site EUI (kBtu/ft²),Gross Floor Area (ESPM),Total GHG Emissions (Metric Tons CO2e),Building Street Address (Tax Assessor)
C18357,4512 Continental Heights,Colorado Springs,38.9739738,-104.7446229,77191.0,Multifamily Housing,15.2,77191.0,146.22,4512 CONTINENTAL HTS
C18174,409 Benedicta Ave,Trinidad,37.1722712,-104.4890907,83846.0,Senior Living Community,,92000.0,,409 BENEDICTA AVE
EB247,3200 Airport Road,Boulder,40.0340307,-105.2323807,127606.0,Prison/Incarceration,112.2,140449.0,1387.63,3200 AIRPORT ROAD
C18191,365 Dillon Ridge Road,Dillon,39.629663,-106.051746,84456.0,Medical Office,307.7,84456.0,1791.21,365 DILLON RIDGE RD
C18277,14520 COUNTY ROAD 64,GREELEY,40.4497154,-104.7791281,63791.0,DISTRIBUTION CENTER,,63791,,14520 COUNTY ROAD 64
EB150,1880 SOUTH 57TH COURT,BOULDER,40.0188003,-105.2200293,80000.0,MANUFACTURING/INDUSTRIAL PLANT,,80000,,1880 SOUTH 57TH COURT
C18271,609 8TH,GREELEY,40.4268829,-104.6917629,58480.0,MULTIFAMILY HOUSING,,58480,,609 8TH
C18126,2520 Zeppelin Road,Colorado Springs,38.7951907,-104.7281961,109200.0,Manufacturing/Industrial Plant,,174720.0,,2520 ZEPPELIN RD
FC1596,2733 COUNCIL TREE AVE,FORT COLLINS,40.5250959,-105.0251498,58903.0,LIBRARY,,58903,,2733 COUNCIL TREE AVE
C18251,1062 FUTURE LEGENDS,WINDSOR,40.468901,-104.8740197,70960.0,COMMERCIAL,,70960,,1062 FUTURE LEGENDS
EB184,2595 Canyon Blvd,Boulder,40.0178791,-105.261101,68484.0,Office,100.7,68484.0,640.99,2595 CANYON BLVD
FC1632,3420 E. Harmony Rd,Fort Collins,40.5260854,-105.0116269,,Office,48.0,192270.0,947.16,3420 E HARMONY RD
C18135,10050 Wadsworth Blvd,Westminster,39.8789382,-105.0804016,221092.0,Multifamily Housing,33.6,170660.0,553.61,10050 WADSWORTH BLVD
EB177,2400-2460 30th Street,Boulder,40.0256085,-105.251597,60252.0,Fitness Center/Health Club/Gym,46.0,60252.0,235.22,2400 30TH ST
C18278,1241 DENVER AVE,FORT LUPTON,40.0917635,-104.8126191,51315.0,COMMERCIAL,,51315,,1241 DENVER AVE
C18311,100 Winter Park Drive,Winter Park,39.882119,-105.7581841,88334.0,Hotel,,88334.0,,100 WINTER PARK DR
C18272,511 MCKINLEY,FORT LUPTON,40.083747,-104.8136201,56764.0,MIXED USE PROPERTY,,56764,,511 MCKINLEY
C18379,710 E. Pikes Peak Ave.,Colorado Springs,38.8338167,-104.8109783,91247.0,Multifamily Housing,,91247.0,,710 E. PIKES PEAK AVE
EB244,5541 Central Avenue,Boulder,40.0211502,-105.2236552,115967.0,Office,94.1,115967.0,1074.25,5541 CENTRAL AVENUE
FC1880,310 N Mason Street,Fort Collins,40.5911166,-105.0784311,77985.0,Multifamily Housing,37.5,77985.0,277.58,310 N MASON ST
EB116,6000 Spine Road,Boulder,40.0660372,-105.2134527,57182.0,Other - Entertainment/Public Assembly,84.1,57049.0,575.37,6000 SPINE ROAD
C18180,655 N 1ST ST,GRAND JUNCTION,39.0733675,-108.5716564,500008.0,2230 - SPECIAL PURPOSE,,500008,,655 N 1ST ST
C18349,4949 E. 147th Avenue,Thornton,39.9632334,-104.9282995,68014.0,K-12 School,43.5,68014.0,271.71,4949 E 147TH AVE
C18107,2910 ARAPAHOE ROAD,Erie,40.0140268,-105.1004653,111294.0,Wholesale Club/Supercenter,45.4,111294.0,581.90,2910 ARAPAHOE RD
C18380,15001 Oxford Ave.,Aurora,39.6432478,-104.8111719,70725.0,Office,,70725.0,,15001 E OXFORD AVE
EB580,5920 LONGBOW DR,BOULDER,40.0634391,-105.2157269,140300.0,PARKING,,140300,,5920 LONGBOW DR
EB124,5920 LONGBOW DRIVE,BOULDER,40.0634391,-105.2157269,,,,,,5920 LONGBOW DRIVE
C18383,1650 Fallridge Rd,Vail,39.6408289,-106.346839,156816.0,Multifamily Housing,30.6,112000.0,321.26,1650 FALLRIDGE RD
C18181,1275 Crawford Avenue,Steamboat Springs,40.493146,-106.8398508,66723.0,College/University,,68902.0,,1275 CRAWFORD AVE
C18127,2540 Zeppelin Road,Colorado Springs,38.794107,-104.728451,131040.0,Manufacturing/Industrial Plant,,131040.0,,2540 ZEPPELIN RD
EB180,2280 Junction Place,Boulder,40.0242133,-105.2517848,104479.0,Hotel,73.1,104479.0,738.11,2280 JUNCTION PLACE
FC1713,2255 Midpoint Dr.,Fort Collins,40.565013,-105.0363962,50650.0,Prison/Incarceration,72.9,68392.0,732.39,2255 MIDPOINT DR
C99998,103 COLORADO AVE,TELLURIDE,37.9374451,-107.8108123,74209.0,FOOD SERVICE,,74209,,103 COLORADO AVE
EB159,5718 Central Avenue,Boulder,40.0239623,-105.2202761,61556.0,Office,70.6,62667.0,404.73,5718 CENTRAL AVENUE
C18252,1090 FUTURE LEGENDS,WINDSOR,40.4708299,-104.8749067,168750.0,COMMERCIAL,,168750,,1090 FUTURE LEGENDS
C18136,10110 CHURCH RANCH WAY,WESTMINSTER,39.8795896,-105.0753978,63006.0,K-12 SCHOOL,,63006,,10110 CHURCH RANCH WAY
C18279,1250 7TH,WINDSOR,40.4662479,-104.9091697,50218.0,WORSHIP FACILITY,,50218,,1250 7TH
CB105,1001 Arapahoe Ave,Boulder,40.0138822,-105.2817477,84760.0,Library,58.7,84760.0,435.19,1001 ARAPAHOE AVE
FC1978,1057 Buckingham Street,Fort Collins,40.5909385,-105.0584509,59860.0,Self-Storage Facility,10.8,59860.0,63.32,1057 BUCKINGHAM ST
FC1733,1323 W. Plum St,Fort Collins,40.5762748,-105.0992187,104088.0,Multifamily Housing,45.1,104088.0,469.43,1323 W PLUM ST
C18320,5151 FOX ST,DENVER,39.7882374,-104.9956595,,REPAIR SERVICES (VEHICLE,,,,5151 FOX ST
C18273,1012 Carbon Ct,Erie,40.0310542,-105.0547584,99510.0,Self-Storage Facility,8.1,99354.0,91.62,1012 CARBON
FC1884,1330 CENTER AVE.,Fort Collins,40.5684883,-105.0834236,87632.0,Laboratory,242.5,87632.0,1710.55,1330 CENTER AVE.
FC2025,508 W. Trilby Road,Fort Collins,40.4955421,-105.08563,95342.0,Senior Living Community,37.6,95000.0,492.49,508 W TRILBY RD
C18280,16640 Interstate 25 Frontage Road,Mead,40.2411942,-104.9768086,115520.0,Distribution Center,,158980.0,,16640 INTERSTATE 25 FRONTAGE
C18315,4485 S IRVING ST,ENGLEWOOD,39.6365046,-105.0309873,53000.0,K-12 SCHOOL,,53000,,4485 S IRVING ST
FC1004,1400 REMINGTION ST.,Fort Collins,40.569754,-105.0746898,213296.0,Performing Arts,107.8,213296.0,2003.60,1400 REMINGTION ST.
C18316,13524 Acres Green Dr,Littleton,39.5573223,-104.8949038,50480.0,K-12 School,79.7,50480.0,338.76,13524 ACRES GREEN DR
EB251,4743 Arapahoe Ave,Boulder,40.0159594,-105.2375234,48430.0,Mixed Use Property,127.5,48430.0,520.03,4743 ARAPAHOE AVE
C18350,501 N Elizabeth Street,Pueblo,38.2714453,-104.6155467,170836.0,Courthouse,92.0,170836.0,1514.54,501 N ELIZABETH ST
C18387,1 SKIER PL,DURANGO,37.6308747,-107.8142853,60000.0,MULTIFAMILY HOUSING,,60000,,1 SKIER PL
C18385,177 W NEEDLES,DURANGO,37.6297373,-107.8151375,52490.0,MULTIFAMILY HOUSING,,52490,,177 W NEEDLES
C18109,11516 Wadsworth Blvd,Broomfield,39.9041154,-105.0801647,293594.0,Multifamily Housing,45.4,276000.0,1058.06,11516 WADSWORTH BLVD
FC1923,4100 - 4200 S College Ave,Fort Collins,40.5291421,-105.0751496,73117.0,Strip Mall,47.1,84033.0,294.82,4200 S COLLEGE AVE
C18351,215 W 10th Street,Pueblo,38.2767627,-104.60947,115312.0,Courthouse,48.2,115280.0,529.43,215 W 10TH ST
C18323,1291 S ULSTER ST,DENVER,39.6932462,-104.8952886,,,,,,1291 S ULSTER ST
C18128,1935 Cygnet Heights,Colorado Springs,38.804508,-104.7253056,135296.0,Distribution Center,49.5,134753.0,402.81,1935 CYGNET HTS
EB185,2525 Arapahoe Avenue,Boulder,40.0162078,-105.2615382,218439.0,Retail Store,105.1,134396.0,1532.80,2525 ARAPAHOE AV
C18175,1200 MARKET PLACE,LIMON,39.2751399,-103.7062714,51117.0,HOTEL,,51117,,1200 MARKET PLACE
FC1064,2001 Rosen Dr.,Fort Collins,40.5003509,-105.0429593,362013.0,Multifamily Housing,36.3,7836.0,1466.35,2001 ROSEN DR
C18359,1760 E Ken Pratt Blvd.,Longmont,40.1622777,-105.0566009,104095.0,Medical Office,95.3,104095.0,1053.23,1760 E KEN PRATT BLVD
CB109,1805 33rd St,Boulder,40.0180167,-105.2508805,88986.0,Police Station,78.8,69999.0,552.28,1805 33RD ST
C18117,8805 Aviator Lane,Englewood,39.5567232,-104.846207,52962.0,Transportation Terminal/Station,,52962.0,,8805 AVIATOR LN
EB153,2300 55th St,Boulder,40.0222318,-105.2246749,,Office,53.8,61445.0,307.66,2300 55TH AVENUE
EB126,6304 Spine Rd,Boulder,40.0666956,-105.2050321,172253.0,Office,201.8,172253.0,4422.02,6304 SPINE RD
C18388,93 NEEDLES WAY,DURANGO,37.6302086,-107.8141426,60723.0,MULTIFAMILY HOUSING,,60723,,93 NEEDLES WAY
C18253,940 OWLZ WAY,WINDSOR,40.4696084,-104.8766918,65596.0,COMMERCIAL,,65596,,940 OWLZ WAY
C18129,7570,Colorado Springs,38.971667,-104.7170954,141594.0,Senior Living Community,,72952.0,,7570 TUTT BLVD
EB162,2425 55th St,Boulder,40.0233332,-105.2262914,50961.0,Office,65.8,50961.0,386.98,2425 55TH ST
FC1098,350 E. Horsetooth Rd.,Fort Collins,40.5394587,-105.0723009,167741.0,Hotel,96.9,167741.0,1513.66,350 E HORSETOOTH RD
FC1657,3521 Stanford Rd,Fort Collins,40.5405003,-105.0708717,54836.0,Multifamily Housing,49.4,531300.0,1519.87,3501 STANFORD RD 18
C18138,11059 Dover St.,Westminster,39.8967496,-105.0942361,55200.0,Office,41.0,61200.0,263.08,11059 DOVER ST
C18262,4333 Why 66,Mead,40.2052967,-104.9730346,56090.0,Non-Refrigerated Warehouse,,56090.0,,4333 HIGHWAY 66
C18192,375 WARREN AVE,SILVERTHORNE,39.6307594,-106.0790552,76047.0,OTHER - OTHER,,76047,,375 WARREN AVE
EB365,1700 29th Street,Boulder,40.0172921,-105.2543078,55710.0,Movie Theater,76.2,55710.0,494.15,1700 29TH STREET
C18307,1125 N PEORIA ST,AURORA,39.7333708,-104.8475839,53040.0,MULTIFAMILY HOUSING,,53040,,1125 N PEORIA ST
CB141,10th & Walnut Street,Boulder,40.0202475,-105.26365,252000.0,Parking,5.9,252000.0,206.20,900 WALNUT ST
C18321,1701 WYNKOOP ST,DENVER,39.7530898,-105.0000121,140000.0,HOTEL,,140000,,1701 WYNKOOP ST
C18139,11715 W 112TH AVE,WESTMINSTER,39.901696,-105.132184,131796.0,WAREHOUSE/STORAGE,,131796,,11715 W 112TH AVE
C18254,30974 COUNTY ROAD 23,WINDSOR,40.4505941,-104.8509773,140030.0,COMMERCIAL,,140030,,30974 COUNTY ROAD 23
C18324,26120 E. 68th Ave.,Aurora,39.8179743,-104.6825982,187720.0,Distribution Center,23.1,188760.0,321.24,26120 E 68TH AVE
FC1890,1800 E HARMONY RD,FORT COLLINS,40.5244031,-105.0428166,61225.0,DISTRIBUTION CENTER,,61225,,1800 E HARMONY RD
FC1762,2405 Midpoint Dr.,Fort Collins,40.5642112,-105.0333413,287996.0,Prison/Incarceration,87.0,287996.0,2216.34,2405 MIDPOINT DR
FC1123,3750 S Mason St,Fort Collins,40.5354679,-105.0788849,51966.0,Multifamily Housing,49.7,51966.0,267.34,3750 S MASON ST
C18283,501 North Division Street,Platteville,40.2253009,-104.8237449,118336.0,Office,61.6,114534.0,928.93,501 N DIVISION
EB252,1805 29th Street,Boulder,40.018702,-105.256225,59646.0,Other - Mall,129.5,59646.0,900.53,1805 29TH STREET
FC1501,1600 W PLUM ST,FORT COLLINS,40.5773969,-105.1046356,105825.0,MULTIFAMILY HOUSING,,105825,,1600 W PLUM ST
C18389,1650 FALLRIDGE RD,VAIL,39.6408289,-106.346839,156816.0,MULTIFAMILY HOUSING,,156816,,1650 FALLRIDGE RD
C18182,1825 Central Park Plaza,Steamboat Springs,40.4631149,-106.8217094,90000.0,Supermarket/Grocery Store,,54089.0,,1825 CENTRAL PARK DR
FC1115,500 LINDEN ST,FORT COLLINS,40.593272,-105.0681704,98954.0,MANUFACTURINGINDUSTRIAL,,98954,,500 LINDEN ST
C18352,17195 EAST 85TH AVENUE,COMMERCE CITY,39.8514781,-104.7897238,,,,,,17195 EAST 85TH AVENUE
FC1057,238 E Harmony Rd,Fort Collins,40.524891,-105.0746958,137105.0,Strip Mall,104.2,129653.0,1716.20,4420 S COLLEGE AVE A2
C18327,1707 Exposition Drive,Boulder,40.0164629,-105.247319,20000.0,Parking,,20000.0,,1707 EXPOSITION DR
C18176,2490 MARKET PLACE,LIMON,39.279328,-103.708975,60000.0,DISTRIBUTION CENTER,,60000,,2490 MARKET PLACE
EB128,6325 Spine Road,Boulder,40.0684433,-105.2061682,100165.0,Non-Refrigerated Warehouse,29.5,100165.0,186.39,6325 SPINE ROAD
FC2050,815 Centre Ave,Fort Collins,40.5553139,-105.0912815,58900.0,Mixed Use Property,122.8,65666.0,677.37,815 CENTRE AVE
C18322,5710 E. 56th Ave,Commerce City,39.7957992,-104.9197174,50000.0,Non-Refrigerated Warehouse,35.1,50000.0,146.71,5710 E 56TH AVE
FC1988,2102 S TAFT HILL RD,FORT COLLINS,40.5594676,-105.1173785,110500.0,EDUCATION,,110500,,2102 S TAFT HILL RD
CB118,3170 Broadway,Boulder,40.0322672,-105.2807418,62166.0,Fitness Center/Health Club/Gym,228.0,62166.0,1130.75,3170 BROADWAY
C18183,3600 S LINCOLN AVE,STEAMBOAT SPRINGS,40.444349,-106.8151945,74152.0,HOTEL,,74152,,3600 S LINCOLN AVE
C18360,401 Kendall Drive,Lamar,38.0701497,-102.6102625,97493.0,Hospital (General Medical & Surgical),,79000.0,,401 KENDALL DRIVE
EB164,5311 Western Avenue,Boulder,40.0182778,-105.2292114,79533.0,Other,37.9,79533.0,238.76,5311 WESTERN AVENUE
EB182,2905 Pearl Street,Boulder,40.023927,-105.2559579,75500.0,Supermarket/Grocery Store,167.7,75500.0,1744.80,2905 PEARL STREET
C18291,15475 East Fair Place,Centennial,39.6029365,-104.8078892,137228.0,Multifamily Housing,34.8,191860.0,632.05,15475 E FAIR PL
C18132,488 Main Street,Black Hawk,39.7986388,-105.4834663,700538.0,Hotel,195.5,664376.0,12333.79,488 MAIN ST
FC1662,4700 BOARDWALK DR,Fort Collins,40.5210063,-105.063895,,Wholesale Club/Supercenter,155.8,129570.0,1975.61,4700 BOARDWALK DR
C18137,11005 CIRCLE POINT RD,WESTMINSTER,39.8950932,-105.0750658,54550.0,MULTIFAMILY HOUSING,,54550,,11005 CIRCLE POINT RD
C18336,1890 N Revere Ct,Aurora,39.745356,-104.8415401,386190.0,Laboratory,150.7,386190.0,4908.04,1890 N REVERE CT
EB154,5777 Central Avenue,Boulder,40.0260456,-105.2193546,58875.0,Office,35.8,60237.0,225.32,5777 CENTRAL AVENUE
EB187,2800 PEARL ST,BOULDER,40.0218233,-105.2558731,135499.0,Retail Store,68.6,135499.0,1007.82,2800 PEARL ST
EB218,970 AURORA AVE,Boulder,40.003177,-105.280376,77610.0,Senior Living Community,112.4,77610.0,699.86,970 AURORA AVE
FC1773,4201 Corbett Dr,Fort Collins,40.5298798,-105.0283457,169891.0,Multifamily Housing,34.9,174424.0,697.82,4201 CORBETT DR
C18133,102 MAIN ST,CENTRAL CITY,39.8005018,-105.5121778,61859.0,HOTEL,,61859,,102 MAIN ST
FC1287,2561 S Shields,Ft. Collins,40.5539892,-105.0983053,59697.0,Strip Mall,51.8,59697.0,415.77,2561 S SHIELDS ST 3E
EB217,1820 15th St.,Boulder,40.0173899,-105.274889,103633.0,Worship Facility,48.4,104000.0,382.44,1820 15TH ST
EB155,5700-5720 Flatiron Parkway,Boulder,40.0225665,-105.2218969,133407.0,Laboratory,139.6,133407.0,1768.78,5700-5720 FLATIRON PARKWAY
EB216,1800 Broadway,Boulder,40.0165861,-105.2793166,261312.0,Office,30.1,261312.0,875.57,1800 BROADWAY
C18286,13353 E PEAKVIEW AVE,CENTENNIAL,39.597588,-104.833449,57156.0,MULTIFAMILY HOUSING,,57156,,13353 E PEAKVIEW AVE
EB156,5775 Flatiron Parkway,Boulder,40.0229156,-105.219961,99496.0,Office,43.1,99496.0,377.60,5775 FLATIRON PARKWAY
C18288,4201 S Navajo Street,Englewood,39.640222,-105.0047768,167909.0,Multifamily Housing,31.2,167907.0,558.64,4201 S NAVAJO ST
C18140,11715 W 112TH AVE,WESTMINSTER,39.901696,-105.132184,149371.0,WAREHOUSE/STORAGE,,149371,,11715 W 112TH AVE
EB376,1412 - 1426 Pearl St.,Boulder,40.0183775,-105.2765199,61689.0,Office,47.7,61689.0,270.42,1412 - 1426 PEARL ST.
EB192,1750 29th Street,Boulder,40.0177422,-105.255499,57386.0,Enclosed Mall,65.3,57386.0,394.35,1750 29TH STREET
C18345,130 wood rd,Snowmass Village,39.209015,-106.944894,311506.0,Hotel,106.2,407465.0,3286.10,130 WOOD ROAD
C18119,930 N NEWPORT RD,COLORADO SPRINGS,38.8193081,-104.7269519,50000.0,WAREHOUSE/STORAGE,,50000,,930 N NEWPORT RD
FC1146,3801 Automation Way,Fort Collins,40.5349291,-105.0427525,64416.0,Office,42.4,64616.0,321.96,3801 AUTOMATION WAY
C18353,45 West Thomas Place,Avon,39.6037727,-106.5168082,119217.0,Other - Recreation,126.1,119217.0,1691.29,45 WEST THOMAS PLACE
CB130,1126 Walnut Street,Boulder,40.016581,-105.2803557,156274.0,Parking,1.4,156274.0,29.59,1126 WALNUT STREET
EB120,5920 LONGBOW DRIVE,BOULDER,40.0634391,-105.2157269,,,,,,5920 LONGBOW DRIVE
C18355,3501 S. Colorado Blvd,Englewood,39.6522285,-104.9414665,58000.0,Worship Facility,61.8,59696.0,293.67,3501 S COLORADO BLVD
C18177,541 29 1/2 Rd,Grand Junction,39.0830103,-108.5068889,50816.0,Multifamily Housing,29.9,50816.0,162.42,541 29 1/2 RD
EB165,4747 Arapahoe Avenue,Boulder,40.0163695,-105.2363882,271000.0,Hospital (General Medical & Surgical),,422880.0,,4747 ARAPAHOE AVE
EB138,3325 28th St,Boulder,40.0353313,-105.2602617,,Supermarket/Grocery Store,200.6,77734.0,1573.39,3325 28TH ST
C18184,2855 OWL HOOT TRL,STEAMBOAT SPRINGS,40.4518229,-106.8132558,120895.0,Government,,120895,,2855 OWL HOOT TRL
FC1298,1905 ORCHARD PL,FORT COLLINS,40.5779347,-105.1109122,55700.0,EDUCATION,,55700,,1905 ORCHARD PL
C18212,600 OAK,EATON,40.5336787,-104.7136324,98850.0,MANUFACTURING/INDUSTRIAL PLANT,,98850,,600 OAK
C18361,7818-7884 N Academy Blvd,Colorado Springs,38.9462952,-104.8022187,64700.0,Strip Mall,,67179.0,,1410 KELLY JOHNSON BLVD
EB194,1600 29th Street,Boulder,40.0160183,-105.2548093,125765.0,Retail Store,54.2,114679.0,544.88,1600 29TH STREET
C18293,11233 E. Caley Ave.,Centennial,39.6015773,-104.858945,72600.0,Manufacturing/Industrial Plant,26.3,72600.0,172.14,11233 E CALEY AVE
EB255,2121 Mesa Dr,Boulder,40.0250458,-105.2698387,58573.0,Senior Living Community,92.4,58573.0,445.44,2121 MESA DR
EB209,1315 MAPLETON AVENUE,BOULDER,40.022257,-105.2794849,64526.0,K-12 SCHOOL,,64526,,1315 MAPLETON AVENUE
C18150,18425 W COLFAX AVE,GOLDEN,39.70501,-105.2048741,60913.0,AUTOMOBILE DEALERSHIP,,60913,,18425 W COLFAX AVE
C18134,1500 W TOMICHI AVE,GUNNISON,38.5450738,-106.9454063,75000.0,SENIOR CARE CENTER,,75000,,1500 W TOMICHI AVE
C18289,NEW BUILD - MULTIFAMILY COMPLEX - 14TH AVE AND N UVALADA CT,AURORA,39.7393214,-104.8352288,,PARKING STRUCTURES,,,,NEW BUILD - MULTIFAMILY COMPLEX - 14TH AVE AND N UVALADA CT
EB157,2580 55th Street,Boulder,40.025798,-105.2234115,56895.0,Office,122.1,56895.0,843.84,2580 55TH STREET
FC1327,2821 East Harmony Road,Fort Collins,40.5218445,-105.0246714,74852.0,Hotel,,74852.0,,2821 E HARMONY RD
C18294,7300 South Clermont Drive,Centennial,39.5848296,-104.9356547,90126.0,K-12 School,42.3,91919.0,331.98,7300 S CLERMONT DR
C18141,11901 Ridge Rd,Wheat Ridge,39.7896296,-105.1319738,290931.0,Multifamily Housing,,282916.0,,11901 RIDGE RD
FC3223,3401 AUNTIE STONE ST,FORT COLLINS,40.539291,-105.1211446,52575.0,EDUCATION,,52575,,3401 AUNTIE STONE ST
C18290,6620 S POTOMAC ST,CENTENNIAL,39.5965205,-104.8302834,107670.0,APARTMENT MID RISE 4 - 6,,107670,,6620 S POTOMAC ST
EB188,2660 CANYON BLVD,BOULDER,40.0161241,-105.2601208,,,,,,2660 CANYON BLVD
C18151,18435 W COLFAX AVE,GOLDEN,39.7040722,-105.2050516,76836.0,WAREHOUSE/STORAGE,,76836,,18435 W COLFAX AVE
EB219,1345 W 28TH ST,BOULDER,40.0125458,-105.2608066,99800.0,HOTEL,,99800,,1345 W 28TH ST
EB267,6205-6235 Lookout Road,Boulder,40.0696216,-105.2088791,59000.0,Non-Refrigerated Warehouse,39.9,59000.0,169.62,6205-6235 LOOKOUT ROAD
FC1236,201 LaPorte,Fort Collins,40.5884928,-105.0793935,172211.0,Courthouse,52.3,174982.0,1483.95,201 LAPORTE AVE
C18112,1775 W 160th Ave,Broomfield,39.9882112,-105.0103117,152841.0,Manufacturing/Industrial Plant,78.7,152761.0,853.06,1775 W 160TH AVE
FC1252,4715 S TIMBERLINE RD,FORT COLLINS,40.5215171,-105.0425496,66321.0,HOTEL,,66321,,4715 S TIMBERLINE RD
C18218,600 51st Ave,Greeley,40.4287749,-104.7648558,105705.0,K-12 School,32.4,107497.0,360.64,600 51ST
C18185,650 South Park Rd,Telluride,37.947521,-107.9150375,53984.0,Self-Storage Facility,14.1,53984.0,61.79,650 SOUTH PARK RD
FC2062,2809 E Harmony Road,Fort Collins,40.5217917,-105.0256686,58333.0,Office,45.1,57287.0,337.91,2809 E HARMONY RD 150
C18372,300 PRATER RD.,AVON,39.6326615,-106.5338357,86006.0,MULTIFAMILY HOUSING,,86006,,300 PRATER RD.
CB119,5660 Sioux Dr,Boulder,39.9921076,-105.220073,55087.0,Fitness Center/Health Club/Gym,208.6,51913.0,884.78,5660 SIOUX DR
C18346,500 S. Frontage Rd,Vail,39.6411135,-106.3683709,59999.0,Multifamily Housing,84.5,59999.0,472.41,500 S. FRONTAGE RD
C18347,3190 S Lincoln Ave,Steamboat Springs,40.4475186,-106.8152566,60929.0,HOTEL,,60929,,3190 S LINCOLN AVE
FC1784,2445 S COLLEGE AVE,FORT COLLINS,40.5537252,-105.0784425,90664.0,SUPERMARKET/GROCERY STORE,,90664,,2445 S COLLEGE AVE
C18295,9251 E Mineral Ave,Centennial,39.5745445,-104.8804825,359151.0,Multifamily Housing,41.9,359585.0,1374.77,9251 E MINERAL AVE
C18205,3630 HIGHWAY 52,FREDERICK,40.0868001,-104.9866475,73372.0,SELF-STORAGE FACILITY,,73372,,3630 HIGHWAY 52
EB115,6060 Spine Rd,Boulder,40.0667133,-105.212018,103239.0,Manufacturing/Industrial Plant,72.6,103239.0,881.01,6060 SPINE RD
C18156,5947 W 58TH AVE,ARVADA,39.802047,-105.0615739,100186.0,WAREHOUSE/STORAGE,,100186,,5947 W 58TH AVE
EB166,5495 Arapahoe Ave.,Boulder,40.0150906,-105.2262293,57223.0,Medical Office,93.6,57223.0,469.89,5495 ARAPAHOE AVE.
C18144,12911 W 40th Ave,Wheat Ridge,39.7718093,-105.1455037,657824.0,Hospital (General Medical & Surgical),252.5,657824.0,13546.67,12911 W 40TH Ave
EB210,2115 13TH ST.,BOULDER,40.0194181,-105.2794473,188515.0,HOTEL,,188515,,2115 13TH ST.
C18157,599 Sheridan Blvd,Lakewood,39.7248178,-105.0539788,100575.0,Self-Storage Facility,9.9,76603.0,105.84,599 SHERIDAN BLVD
EB189,1470 Walnut St.,Boulder,40.0173818,-105.2760186,53000.0,Office,152.6,52460.0,672.38,1470 WALNUT ST.
C18142,1251 WADSWORTH BLVD,LAKEWOOD,39.736185,-105.0820046,380745.0,MULTIFAMILY HOUSING,,380745,,1251 WADSWORTH BLVD
FC1436,105 W TROUTMAN PKWY,FORT COLLINS,40.5268752,-105.0784254,121324.0,Retail Store,50.0,121324.0,704.63,105 W TROUTMAN PARKWAY
EB167,4775 Walnut Street,Boulder,40.0194072,-105.2388776,101127.0,Office,63.0,101127.0,687.88,4775 WALNUT STREET
C18213,1661 COLLINS,EATON,40.5266355,-104.7331354,178904.0,K-12 SCHOOL,,178904,,1661 COLLINS
C18223,920 N 7TH,GREELEY,40.4433362,-104.6886649,76677.0,MANUFACTURING/INDUSTRIAL PLANT,,76677,,920 N 7TH
EB221,2525 Taft Dr,Boulder,40.0108406,-105.2610418,172485.0,Senior Living Community,58.2,175485.0,1091.32,2525 TAFT DRIVE
FC2173,1721 Choice Center Drive,Fort Collins,40.5640733,-105.0785748,200120.0,Multifamily Housing,34.7,296575.0,781.16,1721 CHOICE CENTER DR
C18325,2701 S. Elati Street,Englewood,39.6671647,-104.9939739,125110.0,Manufacturing/Industrial Plant,90.9,125110.0,1314.22,2701 S ELATI ST
C18356,4562 Continental Heights,Colorado Springs,38.9734944,-104.7436717,77191.0,Multifamily Housing,65.9,77191.0,326.81,4562 CONTINENTAL HTS
C18329,743 Horizon Dr,Grand Junction,39.1128307,-108.5421904,211000.0,Hotel,75.5,211000.0,1608.92,743 HORIZON DR
FC2791,760 SE Frontage Rd,Fort Collins,40.57906,-104.997003,74572.0,Non-Refrigerated Warehouse,49.8,74572.0,302.31,760 SE FRONTAGE RD
FC1266,1625 Sharp Point Drive,Fort Collins,40.5657702,-105.0307864,52416.0,Office,172.6,52416.0,979.09,1625 SHARP POINT DR
FC2272,909 Centre Ave,Fort Collins,40.5544633,-105.0927866,105110.0,Senior Living Community,61.9,105110.0,531.99,909 CENTRE AVE
C18162,9050 WADSWORTH PKWY,WESTMINSTER,39.86042,-105.079098,112308.0,MULTI-UNITS (9+),,112308,,9050 WADSWORTH PKWY
CB149,2655 N Broadway,Boulder,40.0252211,-105.2824683,108900.0,Parking,,1958.0,,2655 BROADWAY
EB198,1830-1886 30th Street,Boulder,40.0187082,-105.2531349,,Retail Store,63.1,102226.0,696.25,1830-1886 30TH STREET
FC1350,1308 W Plum St,Fort Collins,40.5768786,-105.0990361,144736.0,Multifamily Housing,58.3,308669.0,1578.12,1308 W PLUM ST
C18145,13361 W Bowles Ave,Littleton,39.6103619,-105.1502383,124224.0,WAREHOUSE/STORAGE,,124224,,13361 W BOWLES AVE
C18163,9060 WADSWORTH BLVD,WESTMINSTER,39.8608343,-105.0787162,51452.0,MULTI-UNITS (9+),,51452,,9060 WADSWORTH BLVD
EB211,2060 Broadway Street,Boulder,40.0185847,-105.2800046,54224.0,Office,69.2,52945.0,443.29,2060 BROADWAY STREET
